,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,プロジェクト期,国名,評価年度,評価会社,評価者,プロジェクトコスト_計画時,プロジェクトコスト_実績,プロジェクトコスト_被援助国負担額,プロジェクトコスト_計画時_int,プロジェクトコスト_実績_int,プロジェクトコスト_被援助国負担額_int,プロジェクト期間開始_計画時,プロジェクト期間終了_計画時,プロジェクト期間開始_実績,プロジェクト期間終了_実績,事前評価時_プロジェクト期間（月）,実績_プロジェクト期間（月）,妥当性評価,整合性評価,有効性評価,インパクト評価,効率性評価,効率性_コスト,効率性_期間,持続性評価,適応・貢献評価,付加価値・創造価値評価,総合評価,備考,file,事業形態,分野,案件名,left_4,連番
388,388,388.0,388.0,1,フィリピン,2016,フィリピン事務所,,420百万円,387百万円,,420000000,387000000,,,,2012年4月,2013年12月,,21,高い,,高い,高い,中程度,111%,92%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1102788_4_f.pdf,技協,道路,大規模地震被害緩和のための橋梁改善調査プロジェクト,大規模地,1
2381,2381,2381.0,2381.0,1,フィリピン,2016,オクタヴィアジャパン株式会社,稲澤健一,809百万円,784百万円,69百万円,809000000,784000000,69000000,2011年8月,2013年4月,2011年8月,2013年11月,22,28,高い,,高い,高い,中程度,97%,127%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1160710_4_f.pdf,無償,気象・地震,マヨン火山周辺地域避難所整備計画,マヨン火,1
2380,2380,2380.0,2380.0,2,フィリピン,2016,オクタヴィアジャパン株式会社,稲澤健一,"約 1,550百万円",約 866百万円,約 73百万円,1550000000,866000000,73000000,2012年3月,2015年3月,2012年5月,2014年1月,37,21,高い,,高い,高い,高い,56%,57%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1161680_4_f.pdf,無償,運輸交通一般、農業一般,第二次農地改革地域橋梁整備計画,第二次農,1
392,392,392.0,392.0,1,フィリピン,2017,OPMAC 株式会社,佐久間美穂,370百万円,425百万円,,370000000,425000000,,2012年3月,2015年3月,2012年3月,2015年3月,36,36,高い,,中程度,中程度,中程度,115%,100%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1102589_4_f.pdf,技協,行政一般,災害リスク軽減・管理能力向上プロジェクト,災害リス,1
390,390,390.0,390.0,1,フィリピン,2017,フィリピン事務所,,198百万円,259百万円,,198000000,259000000,,2012年2月,2013年6月,2012年2月,2013年6月,17,17,高い,,高い,高い,中程度,130%,100%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1102789_4_f.pdf,技協,鉄道,大都市圏における鉄道戦略調査,大都市圏,1
389,389,389.0,389.0,1,フィリピン,2017,フィリピン事務所,,199百万円,248百万円,,199000000,248000000,,2012年2月,2015年3月,2012年2月,2015年3月,38,38,高い,,高い,高い,中程度,125%,100%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1103274_4_f.pdf,技協,商業経営,全国産業クラスター能力向上プロジェクト,全国産業,1
1706,1706,1706.0,1706.0,1,フィリピン,2017,OPMAC 株式会社,中井なほみ,"7,775百万円","7,775百万円",,7775000000,7775000000,,2012年10月,2012年12月,2012年10月,2012年12月,3,3,中程度,,高い,高い,,,,中程度,,,高い,効率性評価は行われていない,https://www2.jica.go.jp/ja/evaluation/pdf/2017_PH-C24_4_f.pdf,有償,開発計画一般,開発政策支援借款（投資環境整備）,開発政策,1
1705,1705,1705.0,1705.0,1,フィリピン,2017,OPMAC 株式会社,宮崎慶司,"50,000百万円","50,000百万円",,50000000000,50000000000,,2014年3月,2017年3月,2014年3月,2015年2月27日,37,12,高い,,高い,高い,,,,高い,,,,本事業は財政支援型のため、効率性の評価は行われていない。有効性とインパクトはまとめて評価されている。総合レーティングの判定は行われていない。,https://www2.jica.go.jp/ja/evaluation/pdf/2017_PH-SB1_4_f.pdf,有償,災害援助,災害復旧スタンドバイ借款,災害復旧,1
397,397,397.0,397.0,1,フィリピン,2018,フィリピン事務所,,350百万円,266百万円,,350000000,266000000,,2010年4月,2015年3月,2010年4月,2015年3月,60,60,高い,,高い,高い,高い,76%,100%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0900331_4_f.pdf,技協,保健・医療,レプトスピラ症の予防対策と診断技術の開発プロジェクト,レプトス,1
1727,1727,1727.0,1727.0,1,フィリピン,2018,OPMAC 株式会社,原口孝子,"6,947百万円","9,955百万円","6,031百万円",6947000000,9955000000,6031000000,2001年5月,2007年12月,2001年5月,2019年6月,80,218,高い,,低い,低い,低い,143%,273%,中程度,,,低い,灌漑コンポーネントが事後評価時点で未完成,https://www2.jica.go.jp/ja/evaluation/pdf/2018_PH-P221_4_f.pdf,有償,総合地域開発計画、農業一般,カトゥビッグ農業総合開発事業,カトゥビ,1
1719,1719,1719.0,1719.0,1,フィリピン,2018,株式会社国際開発センター,佐久間美穂,"10,854百万円","12,176百万円","4,732百万円",10854000000,12176000000,4732000000,2007年11月,2013年7月,2007年11月,2017年8月,69,117,高い,,中程度,中程度,低い,112%,170%,高い,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_PH-P241_4_f.pdf,有償,河川・砂防,ピナツボ火山災害緊急復旧事業（3）,ピナツボ,1
1714,1714,1714.0,1714.0,1,フィリピン,2018,株式会社国際開発センター,佐久間美穂,"40,540百万円","59,271百万円","39,872百万円",40540000000,59271000000,39872000000,2009年12月,2016年12月,2009年12月,2016年12月,86,86,高い,,中程度,中程度,中程度,146%,100%,高い,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_PH-P245_4_f.pdf,有償,運輸交通一般,物流インフラ開発事業,物流イン,1
410,410,410.0,410.0,1,フィリピン,2019,フィリピン事務所,,350百万円,498百万円,,350000000,498000000,,2007年2月,2010年2月,2007年2月,2010年2月,37,37,高い,,高い,高い,中程度,133%,100%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0600935_4_f.pdf,技協,道路,道路・橋梁の建設・維持に係る品質管理向上プロジェクト,道路・橋,4
411,411,411.0,411.0,2,フィリピン,2019,フィリピン事務所,,350百万円,439百万円,,350000000,439000000,,2011年10月,2014年9月,2011年10月,2014年9月,36,36,高い,,高い,高い,中程度,133%,100%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0600935_4_f.pdf,技協,道路,道路・橋梁の建設・維持に係る品質管理向上プロジェクト,道路・橋,3
393,393,393.0,393.0,1,フィリピン,2019,フィリピン事務所,,280百万円,283百万円,,280000000,283000000,,2011年9月,2014年8月,2011年9月,2015年12月,36,52,高い,,高い,高い,中程度,101%,144%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0800077_4_f.pdf,技協,運輸交通一般,総合交通計画管理能力向上プロジェクト,総合交通,1
402,402,402.0,402.0,1,フィリピン,2019,フィリピン事務所,,300百万円,409百万円,,300000000,409000000,,2010年2月,2015年2月,2010年2月,2015年2月,60,60,高い,,中程度,中程度,中程度,136%,100%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0900303_4_f.pdf,技協,林業・森林保全,（科学技術）統合的沿岸生態系保全・適応管理プロジェクト,（科学技,1
394,394,394.0,394.0,1,フィリピン,2019,フィリピン事務所,,350百万円,498百万円,,350000000,498000000,,2007年2月,2010年2月,2007年2月,2010年2月,37,37,高い,,高い,高い,中程度,133%,100%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1000183_4_f.pdf,技協,道路,道路・橋梁の建設・維持に係る品質管理向上プロジェクトフェーズ2,道路・橋,2
395,395,395.0,395.0,2,フィリピン,2019,フィリピン事務所,,350百万円,439百万円,,350000000,439000000,,2011年10月,2014年9月,2011年10月,2014年9月,36,36,高い,,高い,高い,中程度,133%,100%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1000183_4_f.pdf,技協,道路,道路・橋梁の建設・維持に係る品質管理向上プロジェクトフェーズ2,道路・橋,1
2375,2375,2375.0,2375.0,1,フィリピン,2019,三菱UFJリサーチ&コンサルティング株式会社,島村真澄,"1,310百万円","1,123百万円",103百万円,1310000000,1123000000,103000000,2014年4月,2016年3月,2014年4月,2016年9月,24,30,高い,,中程度,中程度,中程度,86%,125%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1360680_4_f.pdf,無償,上水道,メトロセブ水道区上水供給改善計画,メトロセ,1
1720,1720,1720.0,1720.0,3,フィリピン,2019,オクタヴィアジャパン株式会社,稲澤健一,"17,037百万円","16,935百万円",,17037000000,16935000000,,2007年12月,2014年8月,2007年12月,2020年2月,84,147,高い,,高い,高い,低い,99%,175%,高い,,,高い,未完,https://www2.jica.go.jp/ja/evaluation/pdf/2019_PH-P242_4_f.pdf,有償,総合地域開発計画、農業一般,農地改革インフラ支援事業（3）,農地改革,1
1718,1718,1718.0,1718.0,1,フィリピン,2019,オクタヴィアジャパン株式会社,伊藤解子,"27,480百万円","27,697百万円",,27480000000,27697000000,,2008年9月,2015年9月,2008年9月,2016年10月,85,98,高い,,中程度,中程度,中程度,101%,115%,高い,,,高い,一部サブプロジェクトが未完成・試運転中,https://www2.jica.go.jp/ja/evaluation/pdf/2019_PH-P243_4_f.pdf,有償,環境問題,環境開発事業,環境開発,1
1715,1715,1715.0,1715.0,1,フィリピン,2019,オクタヴィアジャパン株式会社,稲澤健一,"14,608百万円","10,504百万円","4,146百万円",14608000000,10504000000,4146000000,2009年11月,2016年10月,2009年11月,2017年2月,84,88,高い,,中程度,中程度,中程度,70%,105%,高い,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2019_PH-P244_4_f.pdf,有償,農業一般,農業支援政策金融事業,農業支援,1
399,399,399.0,399.0,1,フィリピン,2020,フィリピン事務所,,420百万円,505百万円,,420000000,505000000,,2010年7月,2014年7月,2010年7月,2016年7月,48,72,高い,,高い,高い,中程度,120%,152%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_0900127_4_f.pdf,技協,保健・医療,東ビサヤ地域母子保健サービス強化プロジェクト,東ビサヤ,1
391,391,391.0,391.0,1,フィリピン,2020,フィリピン事務所,,410百万円,550百万円,,410000000,550000000,,2011年4月,2016年3月,2011年4月,2017年3月,60,72,高い,,中程度,中程度,中程度,134%,120%,高い,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1000180_4_f.pdf,技協,保健・医療,小児呼吸器感染症の病因解析・疫学に基づく予防・制御に関する研究プロジェクト,小児呼吸,1
387,387,387.0,387.0,1,フィリピン,2020,フィリピン事務所,,263百万円,264百万円,,263000000,264000000,,2013年3月,2017年3月,2013年3月,2017年3月,48,48,高い,,中程度,中程度,高い,100%,100%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1000181_4_f.pdf,技協,農産加工,地場産品競争力強化のための包装技術向上プロジェクト,地場産品,1
2379,2379,2379.0,2379.0,1,フィリピン,2020,OPMAC 株式会社,三島光恵,10.05億円,10.11億円,11.38百万円,1005000000,1011000000,11380000,2012年3月,2015年2月,2012年3月,2015年10月,36,44,高い,,中程度,中程度,中程度,100.6%,122%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1161600_4_f.pdf,無償,気象・地震,広域防災システム整備計画,広域防災,1
2378,2378,2378.0,2378.0,1,フィリピン,2020,株式会社アイツーアイ・コミュニケーション,原口孝子,966百万円,972百万円,51百万円,966000000,972000000,51000000,2013年4月,2015年2月,2013年4月,2015年7月,23,28,高い,,低い,低い,中程度,101%,122%,中程度,,,低い,事後評価時現在、発電所は稼働していない。,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1261110_4_f.pdf,無償,新・再生エネルギー,イフガオ州小水力発電計画,イフガオ,1
383,383,383.0,383.0,1,フィリピン,2020,Value Frontier 株式会社,清水亜希子,970百万円,"1,881百万円",,970000000,1881000000,,2014年2月,2016年3月,2014年2月,2017年1月,26,36,高い,,高い,高い,高い,194%,138%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1303201_4_f.pdf,技協,開発計画一般,台風ヨランダ災害緊急復旧復興支援プロジェクト,台風ヨラ,1
2374,2374,2374.0,2374.0,1,フィリピン,2020,Value Frontier(株),石森康一郎,"1,152百万円","1,114百万円","計画: 52.3百万ペソ, 実績: 不明",1152000000,1114000000,130000000,2014年4月,2016年5月,2014年4月,2017年11月,26,44,高い,,高い,高い,中程度,97%,169%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1361010_4_f.pdf,無償,通信・放送一般,フィリピン沿岸警備通信システム強化計画,フィリピ,1
379,379,379.0,379.0,1,フィリピン,2020,OPMAC 株式会社,中井なほみ、宮崎慶司,499百万円,504百万円,カウンターパート、オフィススペース、情報提供等,499000000,504000000,,2014年8月,2016年12月,2014年11月,2017年12月,29,37,中程度,,中程度,中程度,中程度,101%,128%,高い,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1402128_4_f.pdf,技協,開発計画一般,包括的PPP能力強化プロジェクト,包括的P,1
398,398,398.0,398.0,1,フィリピン,2021,株式会社クニエ,西川圭輔、三浦雅子,426百万円,388百万円,54百万ペソ,426000000,388000000,,2010年2月,2015年2月,2010年2月,2015年2月,60,60,高い,,高い,高い,高い,91%,100%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_0900311_4_f.pdf,技協,気象・地震,地震火山監視能力強化と防災情報の利活用推進プロジェクト,地震火山,1
385,385,385.0,385.0,1,フィリピン,2021,フィリピン事務所,,480百万円,566百万円,,480000000,566000000,,2012年2月,2017年1月,2012年2月,2017年2月,59,61,高い,,中程度,中程度,中程度,118%,100%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1000176_4_f.pdf,技協,保健・医療,コーディレラ地域保健システム強化プロジェクト,コーディ,1
381,381,381.0,381.0,1,フィリピン,2021,フィリピン事務所,,250百万円,256百万円,水道光熱費など,250000000,256000000,,2014年3月,2017年2月,2014年6月,2017年3月,36,34,高い,,高い,高い,中程度,102%,100%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1200346_4_f.pdf,技協,気象・地震,気象観測・予報・警報能力向上プロジェクト,気象観測,1
380,380,380.0,380.0,1,フィリピン,2021,フィリピン事務所,,237百万円,226百万円,業務費 給与、電気・水道代、モデル校・パイロット校の文房具、ワークショップ費用など,237000000,226000000,,2014年2月,2017年5月,2014年6月,2017年5月,39,35,高い,,高い,高い,高い,95%,90%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1301862_4_f.pdf,技協,高等教育,技術職業高校支援プロジェクト（円借款附帯プロ）,技術職業,1
2376,2376,2376.0,2376.0,1,フィリピン,2021,Value Frontier(株),朝戸恵子,"4,600百万円","4,214百万円",707百万円,4600000000,4214000000,707000000,2014年3月,2017年4月,2014年5月,2017年9月,36,41,高い,やや低い,高い,高い,高い,91.6%,114%,高い,,,非常に高い,本評価は「台風ヨランダ災害復旧・復興計画」と「ラワアン市及びマラブット市行政庁舎再建計画」の一体型評価。,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1361140_4_f.pdf,無償,公益事業一般、災害援助,台風ヨランダ災害復旧・復興計画,台風ヨラ,2
2377,2377,2377.0,2377.0,2,フィリピン,2021,Value Frontier(株),朝戸恵子,507百万円,502百万円,71百万円,507000000,502000000,71000000,2015年10月,2016年10月,2015年12月,2018年5月,16,30,高い,やや低い,高い,高い,高い,99.2%,188%,高い,,,非常に高い,本評価は「台風ヨランダ災害復旧・復興計画」と「ラワアン市及びマラブット市行政庁舎再建計画」の一体型評価。,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1361140_4_f.pdf,無償,公益事業一般、災害援助,台風ヨランダ災害復旧・復興計画,台風ヨラ,1
2372,2372,2372.0,2372.0,1,フィリピン,2021,Value Frontier(株),朝戸恵子,"4,600百万円","4,214百万円",707百万円,4600000000,4214000000,707000000,2014年3月,2017年4月,2014年5月,2017年9月,36,41,高い,やや低い,高い,高い,高い,91.6%,114%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1560330_4_f.pdf,無償,行政一般、建築住宅,ラワアン市及びマラブット市行政庁舎再建計画,ラワアン,2
